OBJECTID,STYLE,TIME1,TIME2,TIME3,TIME4,TYPE,Meter,RatePerHr,MaxTime,Long,Lat
941,Commercial,M-F 7AM-6PM,SAT 8AM-6PM (1HR), , ,Commercial, ,,,-123.366534400051,48.424235773082
942, ,90 MIN, , , ,PARKING METER,2372,3,90 MIN,-123.366474013518,48.4244828913805
943, ,90 MIN, , , ,PARKING METER,2371,3,90 MIN,-123.366487101345,48.4244262449187
944, ,90 MIN, , , ,PARKING METER,2370,3,90 MIN,-123.366500702027,48.4243702445762
945, ,90 MIN, , , ,PARKING METER,2373,3,90 MIN,-123.366460419789,48.4245361081457
946,SMALL VEHICLE,90 MIN, , , ,PARKING METER,2356,3,90 MIN,-123.366564109757,48.424573325427
947, ,90 MIN, , , ,PARKING METER,2355,3,90 MIN,-123.366572964617,48.4245325453374
948, ,90 MIN, , , ,PARKING METER,2354,3,90 MIN,-123.366584861921,48.424479150423
949, ,90 MIN, , , ,PARKING METER,2353,3,90 MIN,-123.366596757842,48.4244257546104
950, ,90 MIN, , , ,PARKING METER,2352,3,90 MIN,-123.366608655102,48.4243723605898
951, ,90 MIN, , , ,PARKING METER,2351,3,90 MIN,-123.366620550973,48.4243189647714
952, ,90 MIN, , , ,PARKING METER,2350,3,90 MIN,-123.366632906431,48.4242635081645
953, ,90 MIN, , , ,PARKING METER,2324,3,90 MIN,-123.366933993988,48.4240613028354
954, ,90 MIN, , , ,PARKING METER,2323,3,90 MIN,-123.367015238125,48.4240696769315
955,SMALL VEHICLE, , , , ,PARKING METER,2325,3,90 MIN,-123.366481263237,48.4240124378776
956,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.366237839448,48.4239859680638
957,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.365714197498,48.4236987978266
958,Commercial,M-SAT 7-6,PASSENGER M-SAT 6-12PM 3 MIN, , ,Commercial, ,,,-123.365889223724,48.4229898856571
959,Commercial,M-F 8-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.366316584664,48.422365257058
960, , , , , ,PARKING METER,1534,3,90 MIN,-123.366445344978,48.4224006967693
961, , , , , ,PARKING METER,1533,3,90 MIN,-123.366519337911,48.4224232828092
962, , , , , ,PARKING METER,1532,3,90 MIN,-123.366594023657,48.4224459673596
963, , , , , ,PARKING METER,1531,3,90 MIN,-123.36666814058,48.4224686734752
964,Tour Bus,7AM-7PM 15 MIN, , , ,TOUR BUS, ,,,-123.366629510568,48.422350119639
965,HANDICAP, , , , ,PARKING METER,1530,3,90 MIN,-123.366990996746,48.4225730407928
966, , , , , ,PARKING METER,1529,3,90 MIN,-123.367064782903,48.4225954375846
967, , , , , ,PARKING METER,1528,3,90 MIN,-123.367142064861,48.4226195811166
968, , , , , ,PARKING METER,1527,3,90 MIN,-123.36722019235,48.4226440088846
969, , , , , ,PARKING METER,1526,3,90 MIN,-123.367300083853,48.4226682582325
970,SMALL VEHICLE, , , , ,PARKING METER,1525,3,90 MIN,-123.367355012158,48.4226889596916
971,Tour Bus, , , , ,TOUR BUS, ,,,-123.367848992228,48.4227453799807
972,SMALL VEHICLE, , , , ,PARKING METER,1430,3,90 MIN,-123.367663973926,48.42268549736
973, , , , , ,PARKING METER,1431,3,90 MIN,-123.367607474498,48.4226690483632
974, , , , , ,PARKING METER,1432,3,90 MIN,-123.367534349128,48.4226466696436
975, , , , , ,PARKING METER,1433,3,90 MIN,-123.367460537821,48.4226238171382
976, , , , , ,PARKING METER,1434,3,90 MIN,-123.367386214806,48.4226010345837
977, , , , , ,PARKING METER,1435,3,90 MIN,-123.367312687817,48.4225786075
978, , , , , ,PARKING METER,1436,3,90 MIN,-123.367239868918,48.4225559621868
979, , , , , ,PARKING METER,1437,3,90 MIN,-123.36716685575,48.4225318590911
980, , , , , ,PARKING METER,1438,3,90 MIN,-123.367098979962,48.4225105384147
981,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.366964913129,48.4224689000753
982,Commercial,9AM-12,12-9 NO STOPPING, , ,Commercial, ,,,-123.366183271518,48.4218288748615
983, , , , , ,PARKING METER,1301,2.5,2 HOURS,-123.36549095805,48.4218157630582
984, , , , , ,PARKING METER,1300,2.5,2 HOURS,-123.365538389657,48.421859547251
985, , , , , ,PARKING METER,1302,2.5,2 HOURS,-123.365438386173,48.4217719591898
986, , , , , ,PARKING METER,1303,2.5,2 HOURS,-123.365386863285,48.4217238255079
987,Hotel,10 MIN, , , ,HOTEL, ,,,-123.365072303843,48.422019836697
988,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.36482059083,48.4221012615883
989, , , , , ,PARKING METER,1546,2.5,2 HOURS,-123.364913789019,48.4221051314841
990, , , , , ,PARKING METER,1546,2.5,2 HOURS,-123.365084700504,48.4221242846771
991, , , , , ,PARKING METER,1545,2.5,2 HOURS,-123.365168314164,48.422133032143
992, , , , , ,PARKING METER,1544,2.5,2 HOURS,-123.36525472153,48.422141194
993, , , , , ,PARKING METER,1543,2.5,2 HOURS,-123.365339245318,48.4221503774892
994, , , , , ,PARKING METER,3000,3,90 MIN,-123.365326235312,48.4228893044693
995, , , , , ,PARKING METER,3001,3,90 MIN,-123.365069949683,48.4228637495688
996, , , , , ,PARKING METER,3002,3,90 MIN,-123.364986420184,48.4228540876536
997, , , , , ,PARKING METER,3003,3,90 MIN,-123.3649017994,48.4228443508688
998, , , , , ,PARKING METER,3004,3,90 MIN,-123.364174947648,48.422758500951
999, , , , , ,PARKING METER,3005,3,90 MIN,-123.364093435714,48.4227496741002
1000, , , , , ,PARKING METER,3006,3,90 MIN,-123.36381093725,48.4227206601302
1001, , , , , ,PARKING METER,3007,3,90 MIN,-123.363724064563,48.4227121765456
1002, , , , , ,PARKING METER,3008,3,90 MIN,-123.363634805425,48.4227022510886
1003, , , , , ,PARKING METER,3009,3,90 MIN,-123.363538629433,48.4226924418773
1004, , , , , ,PARKING METER,3113,3,90 MIN,-123.363220472296,48.4227481582004
1005, , , , , ,PARKING METER,3112,3,90 MIN,-123.363307007281,48.4227578118851
1006, , , , , ,PARKING METER,3111,3,90 MIN,-123.363389801216,48.4227675043082
1007, , , , , ,PARKING METER,3110,3,90 MIN,-123.363477243454,48.4227764325784
1008, , , , , ,PARKING METER,3109,3,90 MIN,-123.363562923059,48.4227857235158
1009, , , , , ,PARKING METER,3108,3,90 MIN,-123.363647616665,48.4227943508599
1010, , , , , ,PARKING METER,3107,3,90 MIN,-123.364543488848,48.4228960318544
1011, , , , , ,PARKING METER,3106,3,90 MIN,-123.364638337027,48.4229075790027
1012, , , , , ,PARKING METER,3105,3,90 MIN,-123.364736353455,48.4229179842641
1013, , , , , ,PARKING METER,3104,3,90 MIN,-123.364837441047,48.4229289797813
1014, , , , , ,PARKING METER,3103,3,90 MIN,-123.364937707067,48.4229411338785
1015, , , , , ,PARKING METER,3101,3,90 MIN,-123.365284623263,48.4229801608762
1016, , , , , ,PARKING METER,3102,3,90 MIN,-123.365204064531,48.4229706975005
1017, , , , , ,PARKING METER,3100,3,90 MIN,-123.365367965354,48.422989474115
1018,MOTORCYCLE,90 MIN, , , ,PARKING METER,3099,0,90 MIN,-123.365432681567,48.4230002768915
1019, , , , , ,PARKING METER,2051,3,90 MIN,-123.365585513236,48.4232071594516
1020, , , , , ,PARKING METER,2050,3,90 MIN,-123.365596187472,48.4231510488773
1021,Taxi,ALL EXCEPT SAT-SUN 11:30AM-4AM, , , ,TAXI, ,,,-123.365548121429,48.4233556878134
1022,Hotel,10 MIN, , , ,HOTEL, ,,,-123.365468983002,48.4236151849133
1023, , , , , ,PARKING METER,3200,3,90 MIN,-123.365286331407,48.4237435126201
1024, , , , , ,PARKING METER,3201,3,90 MIN,-123.365206310311,48.4237347402187
1025, , , , , ,PARKING METER,3202,3,90 MIN,-123.365126287898,48.423725968667
1026, , , , , ,PARKING METER,3203,3,90 MIN,-123.365046266858,48.4237171961569
1027,MOTORCYCLE,90 MIN, , , ,PARKING METER,3204,0,90 MIN,-123.364984620801,48.4237079029135
1028, , , , , ,PARKING METER,3205,3,90 MIN,-123.364779527752,48.4236898067688
1029, , , , , ,PARKING METER,3206,3,90 MIN,-123.364691394886,48.4236809553603
1030, , , , , ,PARKING METER,3207,3,90 MIN,-123.364604632401,48.4236713141439
1031, , , , , ,PARKING METER,3208,3,90 MIN,-123.364516308592,48.4236610813339
1032,Commercial,M-F 7AM-6PM,SAT 8AM-6PM, , ,Commercial, ,,,-123.36438747759,48.423645693887
1033, ,20 MIN, , , ,PARKING METER,3208,3,90 MIN,-123.363481653102,48.4235454702336
1034, , , , , ,PARKING METER,3310,3,90 MIN,-123.363120656606,48.4235951873965
1035, , , , , ,PARKING METER,3309,3,90 MIN,-123.36320357952,48.4236040123415
1036, , , , , ,PARKING METER,3308,3,90 MIN,-123.363283711657,48.4236123233342
1037, , , , , ,PARKING METER,3307,3,90 MIN,-123.363550000811,48.4236425595692
1038, ,20 MIN, , , ,PARKING METER,3306,3,90 MIN,-123.363959222309,48.4236878733051
1039, ,20 MIN, , , ,PARKING METER,3305,3,90 MIN,-123.364039354703,48.4236961837833
1040, , , , , ,PARKING METER,3303,3,90 MIN,-123.364783135735,48.4237734986748
1041, , , , , ,PARKING METER,3302,3,90 MIN,-123.364863268393,48.423781807692
1042, , , , , ,PARKING METER,3301,3,90 MIN,-123.364943401082,48.4237901175542
1043, , , , , ,PARKING METER,3300,3,90 MIN,-123.365023533798,48.4237984273618
1044,HANDICAP, , , , ,PARKING METER,3304,3,90 MIN,-123.364696817636,48.423764404903
1045,Taxi,, , , ,TAXI,,,,-123.364968686736,48.424527747649
1046, , , , , ,PARKING METER,3401,3,90 MIN,-123.364299808124,48.4244574863906
1047, , , , , ,PARKING METER,342,3,90 MIN,-123.364219111291,48.4244484859817
1048,Commercial,M-F 7AM-6PM,SAT 10AM-6PM, , ,Commercial, ,,,-123.364091679179,48.4244271109616
1049, , , , , ,PARKING METER,3403,3,90 MIN,-123.363618146802,48.4243801741996
1050, , , , , ,PARKING METER,3404,3,90 MIN,-123.363538035694,48.4243717697476
1051, , , , , ,PARKING METER,3405,3,90 MIN,-123.363457923261,48.4243633652452
1052, , , , , ,PARKING METER,3406,3,90 MIN,-123.363377812206,48.424354960684
1053, ,20 MIN, , , ,PARKING METER,3407,3,90 MIN,-123.363297701177,48.4243465560683
1054, , , , , ,PARKING METER,3408,3,90 MIN,-123.363217588824,48.4243381514022
1055, , , , , ,PARKING METER,3409,3,90 MIN,-123.363137477849,48.4243297466773
1056, , , , , ,PARKING METER,3410,3,90 MIN,-123.3630573669,48.4243213418979
1057, ,20 MIN, , , ,PARKING METER,3411,3,90 MIN,-123.36297725462,48.4243129361685
1058, , , , , ,PARKING METER,3519,3,90 MIN,-123.362901497334,48.4244246469418
1059, , , , , ,PARKING METER,3518,3,90 MIN,-123.362982861912,48.4244331180578
1060, , , , , ,PARKING METER,3517,3,90 MIN,-123.363064116289,48.4244414851049
1061, , , , , ,PARKING METER,3516,3,90 MIN,-123.363150710503,48.4244505090989
1062, ,20 MIN, , , ,PARKING METER,3515,3,90 MIN,-123.363236972567,48.4244603383704
1063, , , , , ,PARKING METER,3513,3,90 MIN,-123.36332849337,48.4244698756912
1064, , , , , ,PARKING METER,3512,3,90 MIN,-123.363412760641,48.4244770850286
1065, , , , , ,PARKING METER,3511,3,90 MIN,-123.363492885028,48.4244854355536
1066,Commercial,M-F 7AM-6PM,SAT 7AM-10AM,SAT 10AM-6PM (1HR), ,Commercial, ,,,-123.363623858463,48.4245001803689
1067, , , , , ,PARKING METER,3510,3,90 MIN,-123.364042170513,48.4245473997066
1068, , , , , ,PARKING METER,3509,3,90 MIN,-123.364128567087,48.4245567105977
1069, , , , , ,PARKING METER,3508,3,90 MIN,-123.364222211512,48.4245669710316
1070, , , , , ,PARKING METER,3507,3,90 MIN,-123.364309155296,48.424576997087
1071, , , , , ,PARKING METER,3506,3,90 MIN,-123.364397048331,48.4245874465126
1072, , , , , ,PARKING METER,3505,3,90 MIN,-123.364484574791,48.4245978538495
1073, , , , , ,PARKING METER,3504,3,90 MIN,-123.364573056039,48.4246075689605
1074, , , , , ,PARKING METER,3503,3,90 MIN,-123.364662786031,48.4246181923044
1075, , , , , ,PARKING METER,3502,3,90 MIN,-123.364746967289,48.4246271085102
1076, , , , , ,PARKING METER,3501,3,90 MIN,-123.364829578976,48.424636929287
1077, , , , , ,PARKING METER,3500,3,90 MIN,-123.364915755308,48.4246447000838
1078,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.365014738346,48.4246595492235
1079, , , , , ,PARKING METER,5213,3,90 MIN,-123.362294688498,48.4277351503361
1080,Commercial,M-F 7AM-6PM,SAT 7AM-10AM,PASSENGER 3 MIN, ,Commercial, ,,,-123.362175460951,48.4277148987726
1081, , , , , ,PARKING METER,5215,3,90 MIN,-123.361963992567,48.4277019290505
1082, , , , , ,PARKING METER,5214,3,90 MIN,-123.362044726755,48.4277101933244
1083,HANDICAP,120 MIN, , , ,PARKING METER,5315,2,3 HOURS,-123.360783840475,48.4277015939698
1084, ,120 MIN, , , ,PARKING METER,5313,2,3 HOURS,-123.361043070883,48.4277280990683
1085, ,120 MIN, , , ,PARKING METER,5314,2,3 HOURS,-123.360960603132,48.4277199249914
1086,MOTORCYCLE,90 MIN, , , ,PARKING METER,5316,0,90 MIN,-123.36019935219,48.4276549853079
1087, , , , , ,PARKING METER,5317,2,3 HOURS,-123.360129887874,48.4276443885929
1088, , , , , ,PARKING METER,5318,2,3 HOURS,-123.360046774049,48.4276386737438
1089, , , , , ,PARKING METER,5319,2,3 HOURS,-123.359959620965,48.4276331261958
1090, , , , , ,PARKING METER,5320,2,3 HOURS,-123.359876505824,48.4276274112281
1091,Commercial,M-F 7AM-3PM,M-F 3PM-6PM (1hr),SAT 8AM-6PM (1hr), ,Commercial, ,,,-123.358380653317,48.4275367428175
1092, , , , , ,PARKING METER,5229,2,3 HOURS,-123.359545826665,48.4274813255922
1093, , , , , ,PARKING METER,5230,2,3 HOURS,-123.359465114087,48.4274760193727
1094, , , , , ,PARKING METER,5231,2,3 HOURS,-123.359384401524,48.4274707130968
1095,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.359658263462,48.427485404556
1096, , , , , ,PARKING METER,5228,2,3 HOURS,-123.359783247711,48.4274998604469
1097, , , , , ,PARKING METER,5227,2,3 HOURS,-123.359863960363,48.4275051673432
1098, , , , , ,PARKING METER,5226,2,3 HOURS,-123.359944674369,48.4275104723794
1099, , , , , ,PARKING METER,5225,2,3 HOURS,-123.360025385694,48.4275157782673
1100, , , , , ,PARKING METER,5224,2,3 HOURS,-123.360106098387,48.4275210840944
1101, , , , , ,PARKING METER,5223,2,3 HOURS,-123.360186812447,48.4275263898608
1102, , , , , ,PARKING METER,5222,2,3 HOURS,-123.36026752382,48.4275316955791
1103, , , , , ,PARKING METER,5219,2,3 HOURS,-123.360929975574,48.4275937325822
1104, , , , , ,PARKING METER,5220,2,3 HOURS,-123.360842291595,48.4275842288776
1105, , , , , ,PARKING METER,5221,2,3 HOURS,-123.360756614255,48.4275746153628
1106,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.360609430382,48.4275543813463
1107,Commercial,M-SAT 7AM-7PM,PASSENGER M-SAT 7AM-7PM 3 MIN, , ,Commercial, ,,,-123.361227355816,48.4276170607085
1108, , , , , ,PARKING METER,5111,2.5,2 HOURS,-123.3613643694,48.4268847092063
1109, , , , , ,PARKING METER,5112,2.5,2 HOURS,-123.361272960269,48.426875283198
1110, , , , , ,PARKING METER,5113,2.5,2 HOURS,-123.361178726641,48.4268655663869
1111, , , , , ,PARKING METER,5114,2.5,2 HOURS,-123.361088643275,48.4268562782222
1112, , , , , ,PARKING METER,5115,2.5,2 HOURS,-123.361001438673,48.4268463458092
1113,Commercial,ALL, , , ,Commercial, ,,,-123.360853766809,48.4268336653657
1114,Passenger, , , , ,PASSENGER, ,,,-123.36045501855,48.4267869727581
1115, , , , , ,PARKING METER,5124,2.5,2 HOURS,-123.359935542059,48.4267297908765
1116, , , , , ,PARKING METER,5125,2.5,2 HOURS,-123.359843820233,48.4267200372395
1117,Commercial,M-F 3PM-6PM (1HR),M-F 7AM-3PM,SAT 8AM-6PM (1HR), ,Commercial, ,,,-123.359443516847,48.4265517241636
1118, ,120 MIN, , , ,PARKING METER,5019,2.5,2 HOURS,-123.359899796433,48.4266163272329
1119, ,120 MIN, , , ,PARKING METER,5020,2.5,2 HOURS,-123.359809405561,48.4266072369573
1120,Commercial,M-F 7AM-6PM,SAT 7AM-10AM,SAT 10AM-6PM (1HR), ,Commercial, ,,,-123.360385342516,48.42666888232
1121, , , , , ,PARKING METER,3915,2.5,2 HOURS,-123.36162644425,48.4260274973991
1122, , , , , ,PARKING METER,3916,2.5,2 HOURS,-123.361537693024,48.4260186876311
1123, , , , , ,PARKING METER,3917,2.5,2 HOURS,-123.361316797273,48.4259966841223
1124, , , , , ,PARKING METER,3918,2.5,2 HOURS,-123.361227996129,48.425987682646
1125, , , , , ,PARKING METER,3919,2.5,2 HOURS,-123.361006788182,48.4259643147442
1126, , , , , ,PARKING METER,3920,2.5,2 HOURS,-123.36091635439,48.4259547603574
1127, , , , , ,PARKING METER,5012,3,90 MIN,-123.362059368677,48.4266546548864
1128, , , , , ,PARKING METER,5013,3,90 MIN,-123.362077127299,48.4265932910689
1129, , , , , ,PARKING METER,5014,3,90 MIN,-123.362091408053,48.4265317681436
1130, ,20 MIN, , , ,PARKING METER,5015,3,90 MIN,-123.362108541707,48.4264728236612
1131, , , , , ,PARKING METER,3817,2.5,2 HOURS,-123.361619793778,48.4258705335734
1132, , , , , ,PARKING METER,3816,2.5,2 HOURS,-123.361666613437,48.4258765906271
1133, , , , , ,PARKING METER,3815,2.5,2 HOURS,-123.361715036857,48.4258815891281
1134, , , , , ,PARKING METER,3814,2.5,2 HOURS,-123.361764660527,48.4258888590717
1135, , , , , ,PARKING METER,3818,2.5,2 HOURS,-123.361560846983,48.4258695130559
1136, , , , , ,PARKING METER,3819,2.5,2 HOURS,-123.361501730093,48.4258687143575
1137, , , , , ,PARKING METER,3821,2.5,2 HOURS,-123.361457834589,48.425860989095
1138, , , , , ,PARKING METER,3822,2.5,2 HOURS,-123.361399427992,48.4258574189721
1139,Commercial,M-F 7AM-3PM,M-F 3PM-6PM (1HR),SAT 8AM-6PM (1HR), ,Commercial, ,,,-123.361150044467,48.4258042153565
1140, , , , , ,PARKING METER,3823,2.5,2 HOURS,-123.360492839986,48.4257573837709
1141, , , , , ,PARKING METER,3824,2.5,2 HOURS,-123.36044738667,48.4257510655644
1142, , , , , ,PARKING METER,3825,2.5,2 HOURS,-123.360404017553,48.4257449135537
1143, , , , , ,PARKING METER,3826,2.5,2 HOURS,-123.360356709597,48.4257387738479
1144, , , , , ,PARKING METER,3827,2.5,2 HOURS,-123.360313525813,48.4257309190733
1145, , , , , ,PARKING METER,3828,2.5,2 HOURS,-123.360255819384,48.4257301818994
1146, , , , , ,PARKING METER,3829,2.5,2 HOURS,-123.360213767038,48.4257223298468
1147, , , , , ,PARKING METER,3831,2.5,2 HOURS,-123.360166711069,48.4257168379277
1148, , , , , ,PARKING METER,3832,2.5,2 HOURS,-123.360117056563,48.4257128016599
1149, , , , , ,PARKING METER,3833,2.5,2 HOURS,-123.360063191455,48.4257091509892
1150, , , , , ,PARKING METER,3834,2.5,2 HOURS,-123.360012747573,48.4257051171438
1151, , , , , ,PARKING METER,3835,2.5,2 HOURS,-123.35997093982,48.4256968647911
1152, , , , , ,PARKING METER,3836,2.5,2 HOURS,-123.359917471137,48.4256947935101
1153, , , , , ,PARKING METER,3837,2.5,2 HOURS,-123.359870327905,48.4256889958596
1154, , , , , ,PARKING METER,3838,2.5,2 HOURS,-123.359818461603,48.4256850914251
1155, , , , , ,PARKING METER,3839,2.5,2 HOURS,-123.359772452774,48.4256781854133
1156, , , , , ,PARKING METER,3841,2.5,2 HOURS,-123.359719879253,48.4256744324861
1157, , , , , ,PARKING METER,3842,2.5,2 HOURS,-123.359670220111,48.4256689628879
1158, , , , , ,PARKING METER,3843,2.5,2 HOURS,-123.359629611379,48.4256601299885
1159, , , , , ,PARKING METER,3845,2,3 HOURS,-123.35878471284,48.4255972668098
1160, , , , , ,PARKING METER,3846,2,3 HOURS,-123.358702826031,48.4255885306491
1161, , , , , ,PARKING METER,3847,2,3 HOURS,-123.358621214107,48.4255796676227
1162, , , , , ,PARKING METER,3844,2,3 HOURS,-123.358868201906,48.425606448649
1163, , , , , ,PARKING METER,3848,2,3 HOURS,-123.358540734418,48.425571496449
1164, , , , , ,PARKING METER,3849,2,3 HOURS,-123.358459059034,48.4255624436781
1165, , , , , ,PARKING METER,3850,2,3 HOURS,-123.358374719931,48.425553462112
1166, , , , , ,PARKING METER,3851,2,3 HOURS,-123.358288729863,48.4255434394162
1167, , , , , ,PARKING METER,3852,2,3 HOURS,-123.358021419296,48.4255141064905
1168, , , , , ,PARKING METER,3853,2,3 HOURS,-123.357941538339,48.4255047348685
1169, , , , , ,PARKING METER,3854,2,3 HOURS,-123.357861455166,48.4254962058977
1170, , , , , ,PARKING METER,3858,2,3 HOURS,-123.357292765648,48.4254341228166
1171, , , , , ,PARKING METER,3859,2,3 HOURS,-123.35721186021,48.4254255014801
1172, , , , , ,PARKING METER,3860,2,3 HOURS,-123.357130368166,48.4254168819063
1173, , , , , ,PARKING METER,3861,2,3 HOURS,-123.357049106083,48.4254082822535
1174, , , , , ,PARKING METER,3862,2,3 HOURS,-123.35696846432,48.4253996617267
1175, , , , , ,PARKING METER,3863,2,3 HOURS,-123.356886615417,48.4253912221179
1176, , , , , ,PARKING METER,3864,2,3 HOURS,-123.356805173195,48.425382558975
1177, , , , , ,PARKING METER,3857,2,3 HOURS,-123.3573734961,48.4254430379272
1178, , , , , ,PARKING METER,3949,2,3 HOURS,-123.357410901678,48.4255683986802
1179, , , , , ,PARKING METER,3950,2,3 HOURS,-123.357329691877,48.4255611287577
1180, , , , , ,PARKING METER,3948,2,3 HOURS,-123.35795739104,48.4256218568178
1181, , , , , ,PARKING METER,3947,2,3 HOURS,-123.358039018208,48.4256304007104
1182, , , , , ,PARKING METER,3946,2,3 HOURS,-123.358119762747,48.4256389472906
1183, , , , , ,PARKING METER,3945,2,3 HOURS,-123.358202879092,48.4256481917643
1184,Commercial,M-F 7AM-3PM, , , ,Commercial, ,,,-123.358433734189,48.4256776766837
1185, , , , , ,PARKING METER,3940,2,3 HOURS,-123.35887189902,48.4257242966126
1186, , , , , ,PARKING METER,3941,2,3 HOURS,-123.358791948093,48.4257152360046
1187, , , , , ,PARKING METER,3942,2,3 HOURS,-123.358711994496,48.4257061762492
1188, , , , , ,PARKING METER,3943,2,3 HOURS,-123.358632043623,48.4256971155303
1189, , , , , ,PARKING METER,3944,2,3 HOURS,-123.35855209008,48.4256880556641
1190, , , , , ,PARKING METER,3937,2.5,2 HOURS,-123.359554176634,48.4258039416289
1191, , , , , ,PARKING METER,3936,2.5,2 HOURS,-123.359634380355,48.4258114355182
1192, , , , , ,PARKING METER,3935,2.5,2 HOURS,-123.359716390819,48.4258200014986
1193, , , , , ,PARKING METER,3934,2.5,2 HOURS,-123.359798541161,48.4258282727963
1194, , , , , ,PARKING METER,3933,2.5,2 HOURS,-123.359879599675,48.4258362100752
1195, , , , , ,PARKING METER,3932,2.5,2 HOURS,-123.360098870857,48.4258641609425
1196, , , , , ,PARKING METER,3931,2.5,2 HOURS,-123.360182129047,48.4258723331409
1197, , , , , ,PARKING METER,3078,2.5,2 HOURS,-123.359414301738,48.4254729248841
1198, , , , , ,PARKING METER,3077,2.5,2 HOURS,-123.359428528189,48.4254144226188
1199, , , , , ,PARKING METER,3076,2.5,2 HOURS,-123.359442129644,48.4253600688177
1200, , , , , ,PARKING METER,3075,2.5,2 HOURS,-123.359456190502,48.4253033942663
1201, , , , , ,PARKING METER,3074,2.5,2 HOURS,-123.359469643988,48.4252476176655
1202, , , , , ,PARKING METER,3073,2.5,2 HOURS,-123.359483187647,48.425192364381
1203, , , , , ,PARKING METER,3072,2.5,2 HOURS,-123.359497844761,48.4251336160524
1204, , , , , ,PARKING METER,3071,2.5,2 HOURS,-123.359511516354,48.4250752378566
1205, , , , , ,PARKING METER,3070,2.5,2 HOURS,-123.359524871552,48.4250155093616
1206, , , , , ,PARKING METER,3176,2.5,2 HOURS,-123.359282671919,48.4253978983954
1207, ,90 MIN, , , ,PARKING METER,3175,2.5,2 HOURS,-123.359316542012,48.4252449501163
1208, ,90 MIN, , , ,PARKING METER,3174,2.5,2 HOURS,-123.359329730684,48.4251910888275
1209, ,90 MIN, , , ,PARKING METER,3173,2.5,2 HOURS,-123.359339423395,48.4251364035605
1210, ,90 MIN, , , ,PARKING METER,3172,2.5,2 HOURS,-123.359352139431,48.4250820399344
1211, ,90 MIN, , , ,PARKING METER,3171,2.5,2 HOURS,-123.359364836065,48.4250287622521
1212, ,90 MIN, , , ,PARKING METER,3170,2.5,2 HOURS,-123.359377042434,48.4249751586263
1213,NO PARKING,M-SAT 9AM-4PM, , , ,NO PARKING, ,,,-123.359255432801,48.4261339553603
1214, , , , , ,PARKING METER,5022,2,3 HOURS,-123.358290262975,48.4264460489416
1215, , , , , ,PARKING METER,5023,2,3 HOURS,-123.358207780336,48.4264373450626
1216, , , , , ,PARKING METER,5024,2,3 HOURS,-123.358118598255,48.426427072274
1217, , , , , ,PARKING METER,5025,2,3 HOURS,-123.358031323723,48.4264177894025
1218, , , , , ,PARKING METER,5026,2,3 HOURS,-123.357944735201,48.4264085978957
1219,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.357850603679,48.4263912824855
1220, , , , , ,PARKING METER,5031,2,3 HOURS,-123.357510118101,48.4263589568899
1221, , , , , ,PARKING METER,5030,2,3 HOURS,-123.357591166594,48.4263684754165
1222, , , , , ,PARKING METER,5029,2,3 HOURS,-123.357673388408,48.4263781827665
1223, , , , , ,PARKING METER,5028,2,3 HOURS,-123.357754788252,48.4263876775943
1224, , , , , ,PARKING METER,5033,2,3 HOURS,-123.357260375974,48.4263293913327
1225, , , , , ,PARKING METER,5032,2,3 HOURS,-123.357429649385,48.4263494167133
1226, , , , , ,PARKING METER,5034,2,3 HOURS,-123.35717921156,48.4263218296843
1227,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.356946247394,48.4264062581185
1228, , , , , ,PARKING METER,5040,2,3 HOURS,-123.356406505724,48.4261383817226
1229, , , , , ,PARKING METER,5039,2,3 HOURS,-123.356419344798,48.4260850841085
1230, , , , , ,PARKING METER,5038,2,3 HOURS,-123.356432183839,48.426031785593
1231, , , , , ,PARKING METER,5037,2,3 HOURS,-123.35644502421,48.4259784879714
1232,Commercial,M-F 7AM-3PM,M-F 3PM-6PM (1HR),SAT 8AM-6PM (1HR), ,Commercial, ,,,-123.356503558843,48.4257884522043
1233, , , , , ,PARKING METER,5036,2,3 HOURS,-123.356507904461,48.4257186820806
1234, , , , , ,PARKING METER,5035,2,3 HOURS,-123.356519726087,48.425665279645
1235,HANDICAP,3 HR, , , ,PARKING METER,5041,2,3 HOURS,-123.356390614913,48.4255874354
1236, , , , , ,PARKING METER,5042,2,3 HOURS,-123.356380810789,48.4256421189866
1237, , , , , ,PARKING METER,5043,2,3 HOURS,-123.356326644775,48.4258288871184
1238, , , , , ,PARKING METER,5044,2,3 HOURS,-123.356315458642,48.4258823505433
1239, , , , , ,PARKING METER,5045,2,3 HOURS,-123.356302377464,48.4259356363024
1240, , , , , ,PARKING METER,5046,2,3 HOURS,-123.356289684467,48.4259889595434
1241, , , , , ,PARKING METER,5047,2,3 HOURS,-123.356277153756,48.4260422975746
1242, , , , , ,PARKING METER,5048,2,3 HOURS,-123.35626572966,48.4260961539801
